timestamp,device_id,device_type,flow_duration_mean,packet_rate,byte_volume,port_entropy,unique_dest_ips,tcp_ratio,udp_ratio,iat_mean,iat_std,source_device,target_device
2026-03-01T20:01:00Z,sensor-007,sensor,0.4181,4.5247,3029.77,0.2579,7,0.6756,0.3244,0.1776,0.0102,sensor-007,access-ctrl-01
2026-03-01T07:36:00Z,cam-001,camera,1.2589,66.6790,98103.53,1.9426,9,0.6382,0.3618,0.0893,0.0254,cam-001,sensor-007
2026-03-02T22:15:00Z,nvr-01,nvr,0.9238,18.2647,47921.46,1.4698,5,0.8292,0.1708,0.1802,0.0130,nvr-01,cam-001
2026-03-04T01:55:00Z,thermostat-03,thermostat,0.4742,6.4602,7242.90,0.4777,1,0.8588,0.1412,0.2983,0.0109,thermostat-03,nvr-01
2026-03-04T00:31:00Z,thermostat-03,thermostat,0.4620,5.2842,6957.51,0.4101,4,0.8601,0.1399,0.3336,0.0141,thermostat-03,thermostat-03
2026-03-01T10:29:00Z,cam-001,camera,1.0486,44.6358,83017.04,2.0625,10,0.6052,0.3948,0.0904,0.0315,cam-001,thermostat-03
2026-03-03T09:50:00Z,access-ctrl-01,access_controller,0.6256,8.2077,10788.81,0.7142,1,0.8723,0.1277,0.2527,0.0080,access-ctrl-01,cam-001
2026-03-01T19:19:00Z,sensor-007,sensor,0.4808,4.9346,2201.62,0.1936,5,0.6773,0.3227,0.2702,0.0118,sensor-007,access-ctrl-01
2026-03-01T15:57:00Z,sensor-007,sensor,0.3963,3.3992,1406.81,0.1538,1,0.8979,0.1021,0.2908,0.0114,sensor-007,sensor-007
2026-03-02T01:11:00Z,sensor-007,sensor,0.4210,2.4722,1181.75,0.1548,2,0.9238,0.0762,0.3254,0.0105,sensor-007,sensor-007
2026-03-02T19:59:00Z,nvr-01,nvr,0.9658,22.2042,39237.70,1.3456,6,0.7798,0.2202,0.1778,0.0137,nvr-01,sensor-007
2026-03-02T22:03:00Z,nvr-01,nvr,1.0342,19.5987,39194.14,1.3770,3,0.7975,0.2025,0.1648,0.0114,nvr-01,nvr-01
2026-03-02T23:23:00Z,nvr-01,nvr,1.0091,19.2337,45310.56,1.3626,2,0.7995,0.2005,0.1784,0.0118,nvr-01,nvr-01
2026-03-01T16:46:00Z,sensor-007,sensor,0.4420,3.2263,1844.16,0.1779,1,0.9101,0.0899,0.2953,0.0095,sensor-007,nvr-01
2026-03-01T02:01:00Z,cam-001,camera,1.2461,62.7060,94187.72,2.4645,10,0.6470,0.3530,0.0813,0.0303,cam-001,sensor-007
2026-03-03T02:33:00Z,nvr-01,nvr,0.9577,16.3471,29747.31,1.0247,3,0.8207,0.1793,0.2043,0.0140,nvr-01,cam-001
2026-03-04T10:49:00Z,plc-09,plc,0.7377,11.2726,18948.39,0.8477,5,0.9363,0.0637,0.2328,0.0143,plc-09,nvr-01
2026-03-01T03:25:00Z,cam-001,camera,1.3865,58.8008,106989.34,2.2329,9,0.6742,0.3258,0.0867,0.0335,cam-001,plc-09
2026-03-03T10:44:00Z,access-ctrl-01,access_controller,0.5372,9.4770,11450.40,0.5558,3,0.8698,0.1302,0.2672,0.0099,access-ctrl-01,cam-001
2026-03-01T10:20:00Z,cam-001,camera,1.1344,51.7210,88183.02,1.8321,11,0.6612,0.3388,0.1013,0.0255,cam-001,access-ctrl-01
2026-03-01T00:21:00Z,cam-001,camera,1.2959,50.2843,104236.82,1.9104,8,0.6502,0.3498,0.0951,0.0288,cam-001,cam-001
2026-03-01T15:14:00Z,sensor-007,sensor,0.4421,3.1029,1668.77,0.1518,1,0.9112,0.0888,0.3078,0.0106,sensor-007,cam-001
2026-03-02T20:28:00Z,nvr-01,nvr,0.9900,19.5771,47569.31,1.2880,3,0.7919,0.2081,0.1709,0.0141,nvr-01,sensor-007
2026-03-01T07:40:00Z,cam-001,camera,1.2960,57.0264,91061.62,1.8843,10,0.6328,0.3672,0.0932,0.0332,cam-001,nvr-01
2026-03-04T06:21:00Z,plc-09,plc,0.7292,14.7045,15428.89,1.0159,1,0.9296,0.0704,0.1894,0.0136,plc-09,cam-001
2026-03-01T13:17:00Z,cam-001,camera,1.2053,52.2759,93584.12,1.9136,8,0.6373,0.3627,0.1028,0.0292,cam-001,plc-09
2026-03-03T14:32:00Z,access-ctrl-01,access_controller,0.5183,7.7687,10349.21,0.4873,1,0.8726,0.1274,0.2598,0.0088,access-ctrl-01,cam-001
2026-03-03T22:23:00Z,thermostat-03,thermostat,0.5080,5.9060,6771.67,0.4820,1,0.8590,0.1410,0.3206,0.0141,thermostat-03,access-ctrl-01
2026-03-02T20:42:00Z,nvr-01,nvr,0.9734,18.3314,44405.99,1.3263,3,0.7753,0.2247,0.1894,0.0119,nvr-01,thermostat-03
2026-03-02T17:18:00Z,router-02,router,0.7911,34.0789,53456.37,1.5825,9,0.6939,0.3061,0.1642,0.0191,router-02,nvr-01
2026-03-02T23:15:00Z,nvr-01,nvr,1.0489,21.2613,46023.79,1.3707,3,0.8164,0.1836,0.1727,0.0143,nvr-01,router-02
2026-03-02T07:41:00Z,router-02,router,0.8273,64.9057,94814.28,3.3964,15,0.5927,0.4073,0.0781,0.0190,router-02,nvr-01
2026-03-02T14:29:00Z,router-02,router,0.7082,28.4429,44775.36,1.5449,10,0.6931,0.3069,0.1581,0.0229,router-02,router-02
2026-03-03T08:11:00Z,access-ctrl-01,access_controller,0.6671,8.4173,12764.49,0.6814,1,0.8669,0.1331,0.2323,0.0094,access-ctrl-01,router-02
2026-03-01T02:02:00Z,cam-001,camera,1.3297,53.0241,90766.72,2.3018,9,0.6633,0.3367,0.0890,0.0342,cam-001,access-ctrl-01
2026-03-03T22:09:00Z,thermostat-03,thermostat,0.5371,5.1126,6083.88,0.4735,3,0.8504,0.1496,0.3107,0.0142,thermostat-03,cam-001
2026-03-03T06:28:00Z,access-ctrl-01,access_controller,0.6291,20.5218,16401.82,1.0203,10,0.6352,0.3648,0.1890,0.0084,access-ctrl-01,thermostat-03
2026-03-04T06:00:00Z,plc-09,plc,0.7713,12.9885,17943.70,1.0421,4,0.9221,0.0779,0.1821,0.0124,plc-09,access-ctrl-01
2026-03-01T15:56:00Z,sensor-007,sensor,0.4298,3.4275,1706.00,0.1673,1,0.9047,0.0953,0.3176,0.0108,sensor-007,plc-09
2026-03-02T17:22:00Z,router-02,router,0.7865,28.0031,45973.10,1.6360,10,0.7089,0.2911,0.1370,0.0166,router-02,sensor-007
2026-03-03T02:34:00Z,nvr-01,nvr,0.8491,16.8356,31117.26,1.0616,4,0.8105,0.1895,0.2112,0.0153,nvr-01,router-02
2026-03-02T14:22:00Z,router-02,router,0.7589,29.3579,43546.33,1.5025,8,0.6771,0.3229,0.1729,0.0165,router-02,nvr-01
2026-03-03T02:57:00Z,nvr-01,nvr,0.8984,17.1063,32147.47,1.0838,2,0.8121,0.1879,0.2130,0.0139,nvr-01,router-02
2026-03-02T12:33:00Z,router-02,router,0.7596,29.0958,40374.20,1.8298,6,0.7032,0.2968,0.1531,0.0164,router-02,nvr-01
2026-03-03T13:04:00Z,access-ctrl-01,access_controller,0.5648,8.2372,8374.86,0.5074,1,0.8671,0.1329,0.2951,0.0086,access-ctrl-01,router-02
2026-03-01T14:32:00Z,cam-001,camera,1.1728,58.1375,84071.32,1.8884,10,0.5931,0.4069,0.0891,0.0343,cam-001,access-ctrl-01
2026-03-03T15:50:00Z,access-ctrl-01,access_controller,0.5270,8.6724,10280.52,0.6254,1,0.8823,0.1177,0.2921,0.0098,access-ctrl-01,cam-001
2026-03-02T18:24:00Z,router-02,router,0.7654,30.3114,44521.10,1.9786,6,0.7125,0.2875,0.1448,0.0191,router-02,access-ctrl-01
2026-03-04T09:43:00Z,plc-09,plc,0.7458,10.8498,17816.20,0.9166,2,0.9390,0.0610,0.2376,0.0148,plc-09,router-02
2026-03-02T15:41:00Z,router-02,router,0.7981,52.6725,93029.34,1.9673,15,0.5684,0.4316,0.1044,0.0178,router-02,plc-09
2026-03-03T02:08:00Z,nvr-01,nvr,0.9754,15.4669,37481.67,1.0954,6,0.8076,0.1924,0.2201,0.0157,nvr-01,router-02
2026-03-01T17:22:00Z,sensor-007,sensor,0.4010,3.6003,1467.55,0.1804,1,0.9150,0.0850,0.2845,0.0116,sensor-007,nvr-01
2026-03-04T11:02:00Z,plc-09,plc,0.6580,11.3475,16715.43,0.9471,5,0.9304,0.0696,0.1980,0.0123,plc-09,sensor-007
2026-03-04T00:21:00Z,thermostat-03,thermostat,0.4629,5.3203,5407.82,0.4269,3,0.8676,0.1324,0.3183,0.0129,thermostat-03,plc-09
2026-03-01T20:51:00Z,sensor-007,sensor,0.3842,2.7495,1328.22,0.1656,1,0.8968,0.1032,0.3368,0.0091,sensor-007,thermostat-03
2026-03-02T00:00:00Z,sensor-007,sensor,0.4050,2.9928,1339.83,0.1420,3,0.9004,0.0996,0.3657,0.0103,sensor-007,sensor-007
2026-03-01T01:49:00Z,cam-001,camera,1.2523,52.3768,97738.83,2.4317,9,0.5972,0.4028,0.0862,0.0258,cam-001,sensor-007
2026-03-01T07:38:00Z,cam-001,camera,1.1509,58.7537,90485.37,1.8652,7,0.6197,0.3803,0.0834,0.0246,cam-001,cam-001
2026-03-01T23:47:00Z,sensor-007,sensor,0.4083,2.7387,1321.88,0.1368,2,0.8979,0.1021,0.3823,0.0099,sensor-007,cam-001
2026-03-01T08:29:00Z,cam-001,camera,1.2410,55.8353,84453.84,1.9061,11,0.6276,0.3724,0.0919,0.0266,cam-001,sensor-007
2026-03-02T16:45:00Z,router-02,router,0.7392,28.8727,42989.17,1.5688,8,0.7201,0.2799,0.1678,0.0220,router-02,cam-001
2026-03-03T11:54:00Z,access-ctrl-01,access_controller,0.5534,11.1228,25487.83,0.9914,4,0.6724,0.3276,0.1614,0.0088,access-ctrl-01,router-02
2026-03-03T21:23:00Z,thermostat-03,thermostat,0.5539,5.6054,7047.43,0.4906,2,0.8441,0.1559,0.2834,0.0102,thermostat-03,access-ctrl-01
2026-03-03T06:04:00Z,nvr-01,nvr,0.8819,17.7626,40674.98,1.3475,4,0.7964,0.2036,0.1797,0.0120,nvr-01,thermostat-03
2026-03-02T03:10:00Z,router-02,router,0.8446,54.7076,130330.41,3.5335,9,0.5808,0.4192,0.1286,0.0218,router-02,nvr-01
2026-03-02T00:52:00Z,sensor-007,sensor,0.4240,2.4769,1514.46,0.1477,1,0.9078,0.0922,0.3224,0.0111,sensor-007,router-02
2026-03-03T00:56:00Z,nvr-01,nvr,0.8833,19.8131,40903.58,1.1038,2,0.8121,0.1879,0.2080,0.0134,nvr-01,sensor-007
2026-03-02T21:01:00Z,nvr-01,nvr,1.0340,21.1078,45693.78,1.1973,6,0.7977,0.2023,0.1654,0.0131,nvr-01,nvr-01
2026-03-03T08:22:00Z,access-ctrl-01,access_controller,0.5696,10.0937,12708.86,0.6103,2,0.8740,0.1260,0.2200,0.0089,access-ctrl-01,nvr-01
2026-03-01T04:59:00Z,cam-001,camera,1.2850,54.0046,109046.65,2.1373,9,0.6298,0.3702,0.0826,0.0292,cam-001,access-ctrl-01
2026-03-03T09:11:00Z,access-ctrl-01,access_controller,0.5852,9.7944,10006.93,0.6947,4,0.8675,0.1325,0.2439,0.0081,access-ctrl-01,cam-001
2026-03-01T04:24:00Z,cam-001,camera,1.3782,128.5702,206658.92,4.1478,10,0.5017,0.4983,0.0516,0.0261,cam-001,access-ctrl-01
2026-03-03T05:38:00Z,nvr-01,nvr,0.9644,19.7537,34627.62,1.2958,2,0.8107,0.1893,0.2187,0.0158,nvr-01,cam-001
2026-03-01T04:32:00Z,cam-001,camera,1.3032,65.8799,99429.16,2.0506,10,0.6053,0.3947,0.0777,0.0317,cam-001,nvr-01
2026-03-03T07:54:00Z,access-ctrl-01,access_controller,0.6510,9.1816,12821.76,0.5712,1,0.8909,0.1091,0.2110,0.0105,access-ctrl-01,cam-001
2026-03-01T09:47:00Z,cam-001,camera,1.1784,46.1646,93302.47,1.7291,11,0.5937,0.4063,0.0924,0.0300,cam-001,access-ctrl-01
2026-03-03T13:46:00Z,access-ctrl-01,access_controller,0.4934,8.3423,9467.71,0.5625,2,0.8767,0.1233,0.2942,0.0091,access-ctrl-01,cam-001
2026-03-01T02:12:00Z,cam-001,camera,1.2965,66.1536,128948.76,2.2000,10,0.6143,0.3857,0.0810,0.0357,cam-001,access-ctrl-01
2026-03-02T17:43:00Z,router-02,router,0.8221,32.3155,47358.63,1.7032,6,0.7114,0.2886,0.1475,0.0175,router-02,cam-001
2026-03-02T19:43:00Z,nvr-01,nvr,0.9753,20.4688,41982.32,1.1742,5,0.8149,0.1851,0.1693,0.0146,nvr-01,router-02
2026-03-03T20:15:00Z,thermostat-03,thermostat,0.5439,6.1267,7107.43,0.4965,1,0.8543,0.1457,0.2564,0.0104,thermostat-03,nvr-01
2026-03-03T11:23:00Z,access-ctrl-01,access_controller,0.6058,8.8270,11072.73,0.6009,2,0.8926,0.1074,0.2405,0.0107,access-ctrl-01,thermostat-03
2026-03-01T21:45:00Z,sensor-007,sensor,0.4457,2.6876,1398.56,0.1284,2,0.8945,0.1055,0.3278,0.0094,sensor-007,access-ctrl-01
2026-03-03T18:01:00Z,thermostat-03,thermostat,0.5844,9.3718,14875.51,0.8290,10,0.7561,0.2439,0.2062,0.0112,thermostat-03,sensor-007
2026-03-02T05:07:00Z,router-02,router,0.8124,48.5553,102639.12,3.3941,12,0.5458,0.4542,0.1251,0.0202,router-02,thermostat-03
2026-03-03T08:32:00Z,access-ctrl-01,access_controller,0.6176,8.6861,12551.41,0.6526,3,0.8798,0.1202,0.2079,0.0108,access-ctrl-01,router-02
2026-03-02T00:12:00Z,sensor-007,sensor,0.4026,3.0221,1317.79,0.1382,3,0.8950,0.1050,0.3281,0.0104,sensor-007,access-ctrl-01
2026-03-01T21:51:00Z,sensor-007,sensor,0.3838,2.7790,1331.63,0.1343,2,0.9077,0.0923,0.3674,0.0117,sensor-007,sensor-007
2026-03-03T09:55:00Z,access-ctrl-01,access_controller,0.6575,10.2344,12204.89,0.6543,2,0.8782,0.1218,0.2462,0.0085,access-ctrl-01,sensor-007
2026-03-03T01:44:00Z,nvr-01,nvr,0.9333,18.1428,39038.41,1.3087,2,0.8116,0.1884,0.2140,0.0134,nvr-01,access-ctrl-01
2026-03-03T11:07:00Z,access-ctrl-01,access_controller,0.5445,9.0559,11077.85,0.6650,3,0.8789,0.1211,0.2334,0.0093,access-ctrl-01,nvr-01
2026-03-01T01:58:00Z,cam-001,camera,1.2132,61.6646,88876.23,2.4900,8,0.5949,0.4051,0.0767,0.0333,cam-001,access-ctrl-01
2026-03-03T03:22:00Z,nvr-01,nvr,0.8752,15.3998,37032.57,1.1338,4,0.7789,0.2211,0.2002,0.0119,nvr-01,cam-001
2026-03-02T13:06:00Z,router-02,router,0.7537,31.1237,40610.21,1.7413,6,0.7285,0.2715,0.1654,0.0206,router-02,nvr-01
2026-03-02T18:05:00Z,router-02,router,0.8682,28.6541,48167.17,1.9889,9,0.7385,0.2615,0.1605,0.0216,router-02,router-02
2026-03-04T09:55:00Z,plc-09,plc,0.6607,15.0408,20099.16,0.7891,3,0.9325,0.0675,0.2169,0.0149,plc-09,router-02
2026-03-01T15:53:00Z,sensor-007,sensor,0.4250,3.2255,1761.08,0.1712,1,0.9158,0.0842,0.3205,0.0080,sensor-007,plc-09
2026-03-02T10:44:00Z,router-02,router,0.8310,29.4909,49030.86,1.7088,7,0.7300,0.2700,0.1335,0.0181,router-02,sensor-007
2026-03-01T19:54:00Z,sensor-007,sensor,0.4055,3.5010,1440.03,0.1496,2,0.9040,0.0960,0.3149,0.0088,sensor-007,router-02
2026-03-03T07:37:00Z,access-ctrl-01,access_controller,0.6647,8.7300,11317.56,0.6987,4,0.8698,0.1302,0.2371,0.0101,access-ctrl-01,sensor-007
2026-03-03T16:31:00Z,access-ctrl-01,access_controller,0.5590,7.7693,11606.92,0.5974,1,0.8774,0.1226,0.2594,0.0082,access-ctrl-01,access-ctrl-01
2026-03-01T20:56:00Z,sensor-007,sensor,0.4182,6.3496,2857.22,0.2220,3,0.6798,0.3202,0.2569,0.0103,sensor-007,access-ctrl-01
2026-03-01T19:37:00Z,sensor-007,sensor,0.4458,3.0690,1837.31,0.1569,1,0.8962,0.1038,0.3161,0.0083,sensor-007,sensor-007
2026-03-02T16:08:00Z,router-02,router,0.8249,31.4845,49381.46,1.8646,10,0.7214,0.2786,0.1618,0.0227,router-02,sensor-007
2026-03-01T16:12:00Z,sensor-007,sensor,0.4592,2.8028,1444.02,0.1421,3,0.9064,0.0936,0.3256,0.0107,sensor-007,router-02
2026-03-02T10:01:00Z,router-02,router,0.7759,34.9090,54833.33,2.0988,7,0.7471,0.2529,0.1385,0.0210,router-02,sensor-007
2026-03-04T02:53:00Z,plc-09,plc,0.7739,12.2345,16549.06,1.0492,2,0.9322,0.0678,0.1980,0.0126,plc-09,router-02
2026-03-01T14:08:00Z,cam-001,camera,1.1921,48.8171,86995.43,1.9304,11,0.6457,0.3543,0.0912,0.0266,cam-001,plc-09
2026-03-01T20:43:00Z,sensor-007,sensor,0.3797,3.0064,1658.35,0.1508,1,0.9002,0.0998,0.3407,0.0110,sensor-007,cam-001
2026-03-01T15:21:00Z,sensor-007,sensor,0.4505,3.2354,1406.02,0.1367,1,0.9148,0.0852,0.3222,0.0101,sensor-007,sensor-007
2026-03-01T00:41:00Z,cam-001,camera,1.2279,56.3099,87949.20,2.2790,10,0.6214,0.3786,0.0875,0.0340,cam-001,sensor-007
2026-03-04T00:39:00Z,thermostat-03,thermostat,0.4918,5.4954,7112.41,0.4634,3,0.8640,0.1360,0.3029,0.0137,thermostat-03,cam-001
2026-03-01T12:28:00Z,cam-001,camera,1.2073,43.4984,91410.97,2.0363,8,0.6309,0.3691,0.1076,0.0347,cam-001,thermostat-03
2026-03-02T12:00:00Z,router-02,router,0.8283,30.1522,49289.02,1.7821,10,0.6991,0.3009,0.1520,0.0183,router-02,cam-001
2026-03-02T11:21:00Z,router-02,router,0.7805,34.8115,61978.39,1.9820,10,0.7006,0.2994,0.1620,0.0213,router-02,router-02
2026-03-02T18:50:00Z,nvr-01,nvr,0.8840,24.5956,43354.23,1.3589,4,0.8027,0.1973,0.1994,0.0152,nvr-01,router-02
2026-03-02T22:41:00Z,nvr-01,nvr,0.9730,18.6694,45251.15,1.3989,5,0.8161,0.1839,0.1922,0.0122,nvr-01,nvr-01
2026-03-02T19:10:00Z,nvr-01,nvr,0.8955,19.2736,34565.65,1.4187,4,0.7905,0.2095,0.1724,0.0118,nvr-01,nvr-01
2026-03-01T19:31:00Z,sensor-007,sensor,0.4750,3.3792,1706.48,0.1687,2,0.8985,0.1015,0.3169,0.0102,sensor-007,nvr-01
2026-03-01T08:47:00Z,cam-001,camera,1.2767,51.5461,80299.24,2.2233,11,0.6705,0.3295,0.0929,0.0350,cam-001,sensor-007
2026-03-04T01:40:00Z,thermostat-03,thermostat,0.4641,6.5519,7515.15,0.4684,3,0.8770,0.1230,0.3130,0.0131,thermostat-03,cam-001
2026-03-02T04:16:00Z,router-02,router,0.8130,31.3217,51521.27,2.1665,8,0.7419,0.2581,0.1231,0.0227,router-02,thermostat-03
2026-03-03T21:37:00Z,thermostat-03,thermostat,0.5177,6.4512,7298.49,0.4792,4,0.8541,0.1459,0.3055,0.0122,thermostat-03,router-02
2026-03-02T10:22:00Z,router-02,router,0.8636,29.9784,57984.20,1.7342,9,0.7265,0.2735,0.1566,0.0201,router-02,thermostat-03
2026-03-03T15:26:00Z,access-ctrl-01,access_controller,0.5293,6.9692,8765.44,0.5030,1,0.8780,0.1220,0.2953,0.0102,access-ctrl-01,router-02
2026-03-01T19:24:00Z,sensor-007,sensor,0.4091,2.8344,1819.36,0.1643,1,0.9062,0.0938,0.2800,0.0091,sensor-007,access-ctrl-01
2026-03-02T22:52:00Z,nvr-01,nvr,0.9550,20.4895,44907.96,1.4440,2,0.8056,0.1944,0.1811,0.0160,nvr-01,sensor-007
2026-03-04T01:15:00Z,thermostat-03,thermostat,0.5101,13.1937,15150.83,0.8419,9,0.7574,0.2426,0.2137,0.0099,thermostat-03,nvr-01
2026-03-01T21:05:00Z,sensor-007,sensor,0.3836,3.1815,1462.70,0.1565,1,0.8935,0.1065,0.3479,0.0100,sensor-007,thermostat-03
2026-03-03T22:19:00Z,thermostat-03,thermostat,0.4758,5.9362,6470.96,0.4686,3,0.8753,0.1247,0.3197,0.0141,thermostat-03,sensor-007
2026-03-01T14:05:00Z,cam-001,camera,1.2305,48.7408,96116.57,1.8841,7,0.6297,0.3703,0.0906,0.0254,cam-001,thermostat-03
2026-03-03T23:36:00Z,thermostat-03,thermostat,0.4702,5.4466,5818.18,0.4357,3,0.8526,0.1474,0.3121,0.0116,thermostat-03,cam-001
2026-03-01T20:57:00Z,sensor-007,sensor,0.4471,3.0489,1516.13,0.1355,1,0.9075,0.0925,0.3253,0.0110,sensor-007,thermostat-03
2026-03-04T10:04:00Z,plc-09,plc,0.6793,16.8642,26272.35,1.3279,9,0.7412,0.2588,0.1497,0.0131,plc-09,sensor-007
2026-03-01T02:47:00Z,cam-001,camera,1.2072,56.5523,102398.67,2.2938,9,0.6245,0.3755,0.0746,0.0254,cam-001,plc-09
2026-03-03T03:55:00Z,nvr-01,nvr,0.9753,17.7914,32743.42,1.1662,2,0.8268,0.1732,0.1990,0.0127,nvr-01,cam-001
2026-03-04T04:54:00Z,plc-09,plc,0.7791,14.8791,19628.76,1.1355,3,0.9357,0.0643,0.1758,0.0107,plc-09,nvr-01
2026-03-01T12:55:00Z,cam-001,camera,1.1608,80.8141,134395.03,3.4307,17,0.5479,0.4521,0.0697,0.0313,cam-001,plc-09
2026-03-02T06:59:00Z,router-02,router,0.7961,32.3787,55877.84,2.2220,6,0.7330,0.2670,0.1326,0.0213,router-02,cam-001
2026-03-03T01:49:00Z,nvr-01,nvr,0.8390,19.0667,31270.32,1.1445,2,0.7779,0.2221,0.2245,0.0124,nvr-01,router-02
2026-03-03T04:59:00Z,nvr-01,nvr,0.9460,16.5176,39629.99,1.1155,2,0.7937,0.2063,0.2054,0.0117,nvr-01,nvr-01
2026-03-01T13:50:00Z,cam-001,camera,1.2730,48.4148,82631.72,2.0715,11,0.6626,0.3374,0.0882,0.0279,cam-001,nvr-01
2026-03-01T09:20:00Z,cam-001,camera,1.2376,51.7906,82899.23,1.8341,10,0.5921,0.4079,0.1009,0.0296,cam-001,cam-001
2026-03-04T09:52:00Z,plc-09,plc,0.6816,10.6654,14448.45,0.9621,1,0.9295,0.0705,0.2343,0.0125,plc-09,cam-001
2026-03-01T17:42:00Z,sensor-007,sensor,0.4598,2.9845,1820.26,0.1700,3,0.9087,0.0913,0.2944,0.0115,sensor-007,plc-09
2026-03-04T05:08:00Z,plc-09,plc,0.8208,14.0739,19733.55,1.1023,1,0.9329,0.0671,0.1945,0.0153,plc-09,sensor-007
2026-03-01T19:30:00Z,sensor-007,sensor,0.4621,3.4465,1568.10,0.1702,1,0.9134,0.0866,0.3001,0.0103,sensor-007,plc-09
2026-03-04T07:47:00Z,plc-09,plc,0.6605,13.3659,17021.57,0.8422,3,0.9308,0.0692,0.2230,0.0134,plc-09,sensor-007
2026-03-01T07:23:00Z,cam-001,camera,1.1719,52.6872,78786.15,2.0714,11,0.6200,0.3800,0.0828,0.0343,cam-001,plc-09
2026-03-03T14:42:00Z,access-ctrl-01,access_controller,0.5639,7.5059,8808.07,0.5891,1,0.8856,0.1144,0.3012,0.0079,access-ctrl-01,cam-001
2026-03-02T11:51:00Z,router-02,router,0.8061,31.7430,47116.20,1.8855,9,0.7158,0.2842,0.1400,0.0219,router-02,access-ctrl-01
2026-03-01T00:25:00Z,cam-001,camera,1.0931,59.1187,86345.75,2.2127,8,0.5986,0.4014,0.0927,0.0259,cam-001,router-02
2026-03-03T08:26:00Z,access-ctrl-01,access_controller,0.6032,10.1270,13257.12,0.6848,2,0.8805,0.1195,0.2397,0.0108,access-ctrl-01,cam-001
2026-03-04T05:55:00Z,plc-09,plc,0.6786,13.8532,16297.67,0.8973,3,0.9320,0.0680,0.2174,0.0121,plc-09,access-ctrl-01
2026-03-04T09:23:00Z,plc-09,plc,0.7269,11.8086,15168.82,0.8400,1,0.9358,0.0642,0.2390,0.0146,plc-09,plc-09
